0.00002	736
0.00006	736
0.00007	736
0.00009	736
0.00011	736
0.00012	736
0.00014	736
0.00016	736
0.00017	736
0.00019	736
0.00021	736
0.00022	736
0.00024	736
0.00026	736
0.00027	736
0.00029	736
0.00031	736
0.00032	736
0.00034	736
0.00036	736
0.00037	736
0.00039	736
0.00040	736
0.00042	736
0.00044	736
0.00046	736
0.00047	736
0.00049	736
0.00051	736
0.00052	736
0.00054	736
0.00056	736
0.00057	736
0.00059	736
0.00060	736
0.00062	736
0.00064	736
0.00065	736
0.00067	736
0.00069	736
0.00070	736
0.00072	736
0.00074	736
0.00075	736
0.00077	736
0.00079	736
0.00080	736
0.00082	736
0.00084	736
0.00085	736
0.00087	736
0.00089	736
0.00090	736
0.00092	736
0.00094	736
0.00095	736
0.00097	736
0.00099	736
0.00100	736
0.00102	736
0.00104	736
0.00105	736
0.00107	736
0.00109	736
0.00110	736
0.00112	736
0.00114	736
0.00115	736
0.00117	736
0.00119	736
0.00120	736
0.00122	736
0.00124	736
0.00125	736
0.00127	736
0.00129	736
0.00130	736
0.00132	736
0.00134	736
0.00135	736
0.00137	736
0.00138	736
0.00140	736
0.00142	736
0.00144	736
0.00145	736
0.00147	736
0.00148	736
0.00150	736
0.00152	736
0.00153	736
0.00155	736
0.00157	736
0.00158	736
0.00160	736
0.00162	736
0.00165	736
0.00167	736
0.00169	736
0.00171	736
0.00173	736
0.00174	736
0.00176	736
0.00178	736
0.00179	736
0.00181	736
0.00183	736
0.00184	736
0.00186	736
0.00188	736
0.00189	736
0.00191	736
0.00193	736
0.00194	736
0.00196	736
0.00198	736
0.00199	736
0.00201	736
0.00202	736
0.00204	736
0.00206	736
0.00208	736
0.00209	736
0.00211	736
0.00212	736
0.00214	736
0.00216	736
0.00217	736
0.00219	736
0.00221	736
0.00222	736
0.00224	736
0.00226	736
0.00227	736
0.00229	736
0.00231	736
0.00232	736
0.00234	736
0.00236	736
0.00237	736
0.00239	736
0.00241	736
0.00242	736
0.00244	736
0.00246	736
0.00247	736
0.00249	736
0.00251	736
0.00252	736
0.00254	736
0.00256	736
0.00257	736
0.00259	736
0.00261	736
0.00262	736
0.00264	736
0.00265	736
0.00267	736
0.00269	736
0.00271	736
0.00272	736
0.00274	736
0.00276	736
0.00277	736
0.00279	736
0.00281	736
0.00282	736
0.00284	736
0.00286	736
0.00287	736
0.00289	736
0.00291	736
0.00292	736
0.00294	736
0.00295	736
0.00297	736
0.00299	736
0.00300	736
0.00302	736
0.00304	736
0.00305	736
0.00307	736
0.00309	736
0.00310	736
0.00312	736
0.00314	736
0.00315	736
0.00317	736
0.00319	736
0.00320	736
0.00322	736
0.00324	736
0.00325	736
0.00327	736
0.00329	736
0.00330	736
0.00332	736
0.00333	736
0.00335	736
0.00337	736
0.00338	736
0.00340	736
0.00342	736
0.00343	736
0.00345	736
0.00347	736
0.00348	736
0.00350	736
0.00352	736
0.00353	736
0.00355	736
0.00357	736
0.00358	736
0.00360	736
0.00362	736
0.00363	736
0.00365	736
0.00367	736
0.00368	736
0.00370	736
0.00372	736
0.00373	736
0.00375	736
0.00377	736
0.00378	736
0.00380	736
0.00382	736
0.00383	736
